"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3"
"Walker"," Christian","Christian Walker","ARI",572233,2021,-0.835791359223115,0.599818177339899,0.684219418529593
"Zunino"," Mike","Mike Zunino","TB",572287,2021,-3.16726586186478,2.6050480321108,-2.74685753165711
"Carpenter"," Matt","Matt Carpenter","STL",572761,2021,-0.598825420084372,0.52972935534576,0.327514080695058
"Dickerson"," Corey","Corey Dickerson","MIA",572816,2021,-0.745314938807535,-0.95767457765578,0.971336745367364
"Garneau"," Dustin","Dustin Garneau","DET",572863,2021,-2.15115166333282,1.92243881556404,-1.70178684184095
"Ruf"," Darin","Darin Ruf","SF",573131,2021,-3.1022838430083,1.85110446066753,-0.0807547043846193
"Stroman"," Marcus","Marcus Stroman","NYM",573186,2021,3.87515009289259,-1.05846249663388,-0.890480369905806
"Yastrzemski"," Mike","Mike Yastrzemski","SF",573262,2021,-1.67809017430835,0.350427950336229,-0.90270306150164
"Contreras"," Willson","Willson Contreras","CHC",575929,2021,-2.01520788580216,0.290801434091737,-0.0362836346786966
"Iglesias"," Jose","Jose Iglesias","LAA",578428,2021,-0.92725354015811,-0.869401831158455,0.912554966117719
"Torreyes"," Ronald","Ronald Torreyes","PHI",591720,2021,0.349510718772249,-0.174931619094926,0.252944026900257
"Valera"," Breyvic","Breyvic Valera","TOR",591971,2021,-0.25634780724254,-0.165227355337256,0.424569350997765
"Bryant"," Kris","Kris Bryant","CHC",592178,2021,-2.52720206446545,-0.0832934030414216,-0.104374898064002
"Canha"," Mark","Mark Canha","OAK",592192,2021,-1.61805074159071,-0.425400661284183,0.63978434742801
"Casali"," Curt","Curt Casali","SF",592200,2021,0.404044676666055,1.50350985453545,-0.284032421236102
"Castellanos"," Nick","Nick Castellanos","CIN",592206,2021,-3.48343461902901,1.04334988245314,-0.263280595818457
"DeShields"," Delino","Delino DeShields","CIN",592261,2021,-1.43772692039997,-1.91931202430166,-0.329042451251239
"Drury"," Brandon","Brandon Drury","NYM",592273,2021,-1.21322288260194,1.3422574774394,-0.191311913479254
"Gamel"," Ben","Ben Gamel","PIT",592325,2021,-1.34182990021826,-0.323482117340798,1.01039740912984
"Gausman"," Kevin","Kevin Gausman","SF",592332,2021,3.84220134243192,1.30782282304265,-0.79965539473662
"Gonzalez"," Chi Chi","Chi Chi Gonzalez","COL",592346,2021,3.95966885960091,1.64581678938486,-1.32077380637508
"Goodrum"," Niko","Niko Goodrum","DET",592348,2021,-1.73941780992947,-2.47705892124166,-0.374764701244576
"Gray"," Jon","Jon Gray","TEX",592351,2021,4.91072903348273,1.39231573341106,-1.40791164558201
"Holaday"," Bryan","Bryan Holaday","ARI",592407,2021,2.15833592841937,0.581719206970341,0.530923591172458
"Jones"," JaCoby","JaCoby Jones","DET",592444,2021,-0.060766672539259,-1.70619021809778,-0.427185417768195
"Judge"," Aaron","Aaron Judge","NYY",592450,2021,-3.6651840963256,1.4064807360745,-0.803920472072155
"Machado"," Manny","Manny Machado","SD",592518,2021,-2.64966960807209,0.480901054180304,-0.892407388549619
"Marmolejos"," Jose","Jose Marmolejos","SEA",592530,2021,-0.0967200520919458,1.11232407344907,-0.593382998887518
"Moran"," Colin","Colin Moran","PIT",592567,2021,-0.867184202337274,1.92662873911277,-0.0491992806152411
"Payton"," Mark","Mark Payton","CIN",592622,2021,1.86391485247937,-0.694597887454111,1.42559645960669
"Pederson"," Joc","Joc Pederson","CHC",592626,2021,-1.45085935406376,0.456228263406819,-0.129447289059872
"Ramos"," Henry","Henry Ramos","ARI",592656,2021,0.281879575000567,0.844853912009079,0.120373660257271
"Realmuto"," J.T.","J.T. Realmuto","PHI",592663,2021,-2.1707787260866,-1.04040511089393,-0.0152369562886284
"Renfroe"," Hunter","Hunter Renfroe","BOS",592669,2021,-2.41540458642765,1.0464428519704,-1.26213219571113
"Rosario"," Eddie","Eddie Rosario","CLE",592696,2021,-1.48465231342394,-1.13397759860046,-0.770833482415487
"Sampson"," Adrian","Adrian Sampson","CHC",592716,2021,5.4777721473303,-0.925907226665525,-0.813956827421321
"Sanchez"," Aaron","Aaron Sanchez","SF",592717,2021,5.65036589130825,-0.901515945072675,-0.531984424752542
"Simmons"," Andrelton","Andrelton Simmons","MIN",592743,2021,1.28218973567551,0.423327828556419,1.16251669055911
"Smith"," Caleb","Caleb Smith","ARI",592761,2021,3.13589799938354,-4.7813593037033,-1.24479294883467
"Smyly"," Drew","Drew Smyly","ATL",592767,2021,5.88479233022283,0.905655678979691,-1.27974269022944
"Velasquez"," Vince","Vince Velasquez","SD",592826,2021,3.54207019282478,-0.142886531257967,-0.534732010030341
"Walker"," Taijuan","Taijuan Walker","NYM",592836,2021,3.66011559966992,-0.682230031253586,0.408741244429951
"Wilkerson"," Stevie","Stevie Wilkerson","BAL",592859,2021,1.64822979854252,-2.43843407746818,0.214838497167788
"Williams"," Mason","Mason Williams","NYM",592863,2021,0.0166951032760969,-0.0533934810037301,1.25117565513641
