last_name,first_name,name,team,player_id,year,HR.,SLG,OBP,SB.,Sac.,SweetSpot.,HPto1B,SprintSpeed
Adams, Matt,Matt Adams,COL,571431,2021,-1.143454263,-0.991916953,-0.241485249,-0.57571644,-0.500468685,-0.139635173,0.470902584,-0.817997829
Arenado, Nolan,Nolan Arenado,STL,571448,2021,1.260662074,1.093450413,0.452993336,-0.407808351,-0.258213921,0.363601434,0.66840107,-0.760955397
Barnhart, Tucker,Tucker Barnhart,CIN,571466,2021,-0.300022289,0.217596119,0.508999674,-0.57571644,-0.32573485,0.699092505,0.898815971,-1.388422152
Corbin, Patrick,Patrick Corbin,WSH,571578,2021,-1.143454263,-1.422892875,-1.260800592,-0.57571644,2.010521164,-2.521621778,2.511720276,-2.244058635
Farmer, Kyle,Kyle Farmer,CIN,571657,2021,0.245551688,0.551254898,0.497798406,-0.371073542,-0.24414836,0.576079113,-0.187425704,0.151723519
Goodwin, Brian,Brian Goodwin,CWS,571718,2021,0.283970993,0.259303467,0.508999674,-0.376612036,-0.333687067,0.553713041,-0.747004748,0.322850815
Hamilton, Billy,Billy Hamilton,CWS,571740,2021,-0.483129604,0.287108365,-0.387101727,4.235665267,0.169128617,0.810922862,-1.471165865,1.577784324
Haniger, Mitch,Mitch Haniger,SEA,571745,2021,1.494116823,1.030889392,0.520200941,-0.497876188,-0.238831538,0.307686256,-0.088676461,0.265808383
Hernandez, Enrique,Enrique Hernandez,BOS,571771,2021,0.507357446,0.780645308,0.733025024,-0.488955613,-0.230054393,0.60962822,-0.352007776,0.379893247
Holt, Brock,Brock Holt,TEX,571788,2021,-0.786597959,-0.268989599,0.105754043,0.594859931,-0.413549802,-0.038987851,-0.286174947,-0.361658372
Lamb, Jake,Jake Lamb,CWS,571875,2021,0.894839621,0.217596119,0.385785731,-0.57571644,-0.234599169,0.430699648,0.207571269,-0.418700804
Maile, Luke,Luke Maile,MIL,571912,2021,-1.143454263,0.669425715,1.237082061,-0.57571644,-0.500468685,1.895677326,0.405069755,-0.475743236
Marrero, Deven,Deven Marrero,MIA,571918,2021,1.477209308,0.266254691,0.497798406,2.273128001,-0.500468685,1.023400541,0.010072783,-0.002291049
Mikolas, Miles,Miles Mikolas,STL,571945,2021,-1.143454263,-2.340454516,-2.291317203,-0.57571644,8.53909478,-2.208496778,0.010072783,-0.002291049
Muncy, Max,Max Muncy,LAD,571970,2021,1.893773552,1.322840823,1.080264316,-0.418691048,-0.462294857,0.430699648,-0.417840604,-0.019403778
Myers, Wil,Wil Myers,SD,571976,2021,0.469261761,0.67637694,0.699421221,0.243658991,-0.319677416,0.028110363,-0.615339091,0.893275137
Naquin, Tyler,Tyler Naquin,CIN,571980,2021,0.794944076,0.975279596,0.688219954,-0.010025358,-0.351136679,0.072842506,-0.483673433,0.551020544
Owings, Chris,Chris Owings,COL,572008,2021,-0.16832363,2.024914503,1.662730227,1.053279935,-0.500468685,0.13994072,-0.845753992,0.836232705
Piscotty, Stephen,Stephen Piscotty,OAK,572039,2021,0.06841328,0.113327751,0.116955311,-0.253088144,-0.500468685,0.21822197,0.372153341,-0.532785668
Pollock, AJ,AJ Pollock,LAD,572041,2021,1.149626361,1.385401844,0.934647839,0.45185286,-0.393364864,0.385967506,-0.582422676,0.608062976
Seager, Kyle,Kyle Seager,SEA,572122,2021,1.290329495,0.704181838,0.150559113,-0.306989623,-0.365549833,0.542530006,0.174654854,-0.703912965
Taylor, Michael A.,Michael A. Taylor,KC,572191,2021,-0.101699821,0.134181425,0.262571788,0.961664588,-0.200861936,-0.027804816,-0.878670406,0.836232705
Thompson, Trayce,Trayce Thompson,CHC,572204,2021,4.846633904,2.622719814,1.438704876,1.867778131,-0.500468685,1.817396076,-0.779921163,0.779190273
Voit III, Luke,Luke Voit III,NYY,572228,2021,1.021976648,0.697230613,0.632213616,-0.57571644,-0.500468685,0.497797863,1.129230872,-1.046167558
Walker, Christian,Christian Walker,ARI,572233,2021,-0.097802957,0.314913263,0.486597139,-0.57571644,-0.398900557,0.352418398,-0.088676461,0.379893247
Zunino, Mike,Mike Zunino,TB,572287,2021,3.011832115,1.545280009,0.329779393,-0.57571644,-0.440204921,0.095208577,0.569651827,-0.418700804
Carpenter, Matt,Matt Carpenter,STL,572761,2021,-0.535764144,-0.428867764,0.374584463,-0.125273033,-0.409710022,1.582552326,-0.088676461,-0.5898281
Dickerson, Corey,Corey Dickerson,MIA,572816,2021,-0.394693237,0.495645101,0.609811081,0.286765878,-0.438553867,-0.206733387,-0.812837577,0.265808383
Garneau, Dustin,Dustin Garneau,DET,572863,2021,2.914347413,1.698206949,-0.241485249,-0.57571644,0.164205106,0.195855899,0.174654854,-0.247573507
Ruf, Darin,Darin Ruf,SF,573131,2021,1.417194099,1.267231027,1.270685864,-0.290926857,-0.42803629,1.124047862,0.43798617,-0.475743236
Stroman, Marcus,Marcus Stroman,NYM,573186,2021,-1.143454263,-1.388136752,-1.305605662,1.326893343,0.668440385,-0.463943208,1.557144259,-1.502507016
Yastrzemski, Mike,Mike Yastrzemski,SF,573262,2021,1.096429113,0.836255105,0.430590801,-0.160861672,-0.330552078,0.21822197,-0.582422676,0.322850815
Contreras, Willson,Willson Contreras,CHC,575929,2021,0.98861103,0.704181838,0.766628826,-0.054937553,-0.313314173,-0.083719994,-0.417840604,0.493978112
Iglesias, Jose,Jose Iglesias,LAA,578428,2021,-0.362138431,0.377474284,0.419389533,-0.034089762,-0.456243819,0.520163934,-1.174918135,0.893275137
Torreyes, Ronald,Ronald Torreyes,PHI,591720,2021,-0.220453241,0.064669179,0.116955311,-0.22307621,-0.106301684,-0.050170887,-0.38492419,0.094681086
Valera, Breyvic,Breyvic Valera,TOR,591971,2021,-0.661493141,0.134181425,0.419389533,-0.005054117,-0.034511799,0.330052327,-0.154509289,0.094681086
Bryant, Kris,Kris Bryant,CHC,592178,2021,0.899948112,1.003084494,0.912245304,0.251153294,-0.42333931,0.643177327,-0.615339091,0.665105409
Canha, Mark,Mark Canha,OAK,592192,2021,0.229995638,0.349669386,0.968251641,0.341617835,-0.428152177,0.587262148,-0.483673433,0.608062976
Casali, Curt,Curt Casali,SF,592200,2021,-0.095188835,0.092474077,0.452993336,-0.57571644,-0.402637919,0.441882684,1.063398043,-1.046167558
Castellanos, Nick,Nick Castellanos,CIN,592206,2021,1.541368687,1.663450826,1.013056711,-0.333409278,-0.268685012,1.470721969,-0.483673433,0.493978112
DeShields, Delino,Delino DeShields,CIN,592261,2021,-0.251313462,0.620767143,1.013056711,1.053590278,0.278804036,0.084025542,-0.91158682,0.893275137
Drury, Brandon,Brandon Drury,NYM,592273,2021,0.853241807,0.968328371,0.396986998,-0.57571644,-0.500468685,-0.743519101,0.14173844,-0.190531075
Gamel, Ben,Ben Gamel,PIT,592325,2021,-0.156851497,0.35662061,0.822635164,-0.203880317,-0.161485055,1.191146077,-0.648255505,0.551020544
Gausman, Kevin,Kevin Gausman,SF,592332,2021,-1.143454263,-1.054477974,-0.86875623,-0.57571644,1.686522486,-1.5263316,2.215472547,-2.015888906
Gonzalez, Chi Chi,Chi Chi Gonzalez,COL,592346,2021,-1.143454263,-0.991916953,-1.070379045,-0.57571644,0.828878874,-0.821800351,2.577553105,-2.301101067
Goodrum, Niko,Niko Goodrum,DET,592348,2021,0.157840762,0.155035098,0.228967986,1.947597232,-0.361398481,0.777373755,-0.747004748,1.007360002
Gray, Jon,Jon Gray,TEX,592351,2021,-1.143454263,-1.603624713,-1.921675375,-0.57571644,0.855465835,-0.340929815,2.577553105,-2.301101067
Holaday, Bryan,Bryan Holaday,ARI,592407,2021,-1.143454263,-0.547038581,-0.073466237,-0.57571644,-0.500468685,0.050476434,1.030481629,-1.046167558
Jones, JaCoby,JaCoby Jones,DET,592444,2021,-0.30484192,-0.602648378,-0.68953595,0.975708686,-0.500468685,1.179963041,-0.088676461,0.379893247
Judge, Aaron,Aaron Judge,NYY,592450,2021,1.829807683,1.441011641,1.136270654,-0.141057989,-0.321962301,0.855655005,0.273404098,0.493978112
Machado, Manny,Manny Machado,SD,592518,2021,0.938207577,1.05869429,0.845037699,0.348516014,-0.112049942,0.330052327,-0.154509289,-0.190531075
Marmolejos, Jose,Jose Marmolejos,SEA,592530,2021,0.438833174,-0.17862368,-0.107070039,-0.57571644,-0.315231736,0.005744292,0.273404098,-0.5898281
Moran, Colin,Colin Moran,PIT,592567,2021,0.175118608,0.37052306,0.699421221,-0.433067519,-0.311619865,0.37478447,0.865899557,-1.616591881
Payton, Mark,Mark Payton,CIN,592622,2021,-1.143454263,-1.075331647,-0.241485249,-0.57571644,-0.500468685,-0.463943208,-0.483673433,0.43693568
Pederson, Joc,Joc Pederson,CHC,592626,2021,0.615872332,0.592962245,0.430590801,-0.346295711,-0.265552804,-0.027804816,-0.615339091,0.094681086
Ramos, Henry,Henry Ramos,ARI,592656,2021,-0.30484192,-0.25508715,-0.185478912,-0.57571644,-0.089579441,-0.866532494,0.174654854,-0.247573507
Realmuto, J.T.,J.T. Realmuto,PHI,592663,2021,0.354067789,0.711133063,0.800232629,0.631497843,-0.416301423,0.039293399,-0.944503235,1.178487299
Renfroe, Hunter,Hunter Renfroe,BOS,592669,2021,1.35145771,1.142108985,0.486597139,-0.480786573,-0.263417207,0.095208577,-0.253258533,0.322850815
Rosario, Eddie,Eddie Rosario,CLE,592696,2021,0.405433969,0.683328164,0.352181928,0.931453627,-0.17135836,0.385967506,-0.779921163,0.265808383
Sampson, Adrian,Adrian Sampson,CHC,592716,2021,-1.143454263,-2.340454516,-3.041802126,-0.57571644,7.717316292,-0.654054815,0.010072783,-0.002291049
Sanchez, Aaron,Aaron Sanchez,SF,592717,2021,-1.143454263,-2.340454516,-3.041802126,-0.57571644,-0.500468685,-3.449813742,0.010072783,-0.002291049
Simmons, Andrelton,Andrelton Simmons,MIN,592743,2021,-0.838134252,-0.435818989,0.116955311,-0.441228366,-0.300034896,-0.195550351,0.372153341,-0.304615939
Smith, Caleb,Caleb Smith,ARI,592761,2021,-1.143454263,-1.395087977,-1.249599325,3.700399055,0.403487661,-0.967179815,-0.220342118,0.151723519
Smyly, Drew,Drew Smyly,ATL,592767,2021,-1.143454263,-1.833015124,-2.2577134,-0.57571644,0.550643348,-1.582246779,2.281305375,-2.072931338
Velasquez, Vince,Vince Velasquez,SD,592826,2021,-1.143454263,-1.73569798,-1.552033547,-0.57571644,3.2660161,-1.090193208,0.240487683,-0.304615939
Walker, Taijuan,Taijuan Walker,NYM,592836,2021,-1.143454263,-1.603624713,-1.507228477,-0.57571644,0.385763021,-0.654054815,-0.319091361,0.265808383
Wilkerson, Stevie,Stevie Wilkerson,BAL,592859,2021,-1.143454263,-0.894599809,-0.678334682,1.55754147,-0.500468685,0.274137149,-0.220342118,0.151723519
Williams, Mason,Mason Williams,NYM,592863,2021,0.127170486,-0.02569674,0.284974323,-0.57571644,-0.500468685,-0.184367315,-0.055760046,-0.019403778
Williams, Trevor,Trevor Williams,NYM,592866,2021,-1.143454263,-0.950209605,-0.64473088,-0.57571644,1.113739067,-2.208496778,4.684203626,-3.670119441
Yelich, Christian,Christian Yelich,MIL,592885,2021,-0.197650868,0.252352242,1.013056711,0.319544732,-0.357738746,-0.162001244,-0.714088334,0.893275137
Merrifield, Whit,Whit Merrifield,KC,593160,2021,-0.511969064,0.405279182,0.508999674,2.421910958,-0.1238202,1.023400541,-0.812837577,1.064402434
Martinez, Carlos,Carlos Martinez,STL,593372,2021,-1.143454263,-1.471551447,-2.145700725,-0.57571644,0.403487661,-1.213206601,0.010072783,-0.002291049
Bogaerts, Xander,Xander Bogaerts,BOS,593428,2021,0.679616052,1.086499188,1.102666851,-0.192397408,-0.238126452,0.564896077,-0.91158682,0.551020544
Bonifacio, Jorge,Jorge Bonifacio,PHI,593528,2021,-1.143454263,-1.707893082,-1.171190452,-0.57571644,-0.500468685,-1.213206601,0.010072783,-0.002291049
Rivas, Webster,Webster Rivas,SD,593590,2021,0.089799194,0.009059383,0.307376858,-0.57571644,-0.206976365,-0.497492315,0.734233899,-0.760955397
Alberto, Hanser,Hanser Alberto,KC,593643,2021,-0.795482344,0.453937754,0.161760381,0.362413936,0.031270348,0.195855899,-0.38492419,0.037638654
Polanco, Jorge,Jorge Polanco,MIN,593871,2021,1.209794658,1.156011434,0.576207279,0.328794278,-0.289919851,0.587262148,-1.109085307,0.722147841
Sano, Miguel,Miguel Sano,MIN,593934,2021,1.532968097,0.898816126,0.452993336,-0.369618722,-0.457989539,0.162306791,0.635484656,-0.133488643
Difo, Wilmer,Wilmer Difo,PIT,594694,2021,-0.37759825,0.328815712,0.643414884,-0.359094586,-0.406306558,0.117574649,-0.845753992,1.064402434
Calhoun, Kole,Kole Calhoun,ARI,594777,2021,0.119516136,0.252352242,0.284974323,-0.259283568,-0.376298868,0.810922862,0.569651827,-1.160252423
deGrom, Jacob,Jacob deGrom,NYM,594798,2021,-1.143454263,0.398327958,1.035459246,-0.57571644,-0.500468685,1.213512148,-0.91158682,0.893275137
Duvall, Adam,Adam Duvall,MIA,594807,2021,1.962517373,1.072596739,0.105754043,-0.027338323,-0.378312431,0.274137149,-0.450757019,1.064402434
Eaton, Adam,Adam Eaton,CWS,594809,2021,-0.152967254,-0.067404087,0.072150241,0.065188161,-0.108126523,-0.17318428,-1.043252478,0.722147841
Gosselin, Phil,Phil Gosselin,LAA,594838,2021,-0.292688121,0.175888772,0.475395871,0.008442364,-0.439881802,-0.072536958,-0.977419649,1.406657028
Schebler, Scott,Scott Schebler,LAA,594988,2021,-1.143454263,-0.706916746,-1.395215802,-0.57571644,-0.500468685,2.466012147,-0.38492419,0.322850815
Kiermaier, Kevin,Kevin Kiermaier,TB,595281,2021,-0.661493141,0.35662061,0.632213616,0.627693178,-0.268685012,-0.139635173,-1.504082279,1.406657028
Knapp, Andrew,Andrew Knapp,PHI,595284,2021,-0.565100942,-0.852892462,-0.64473088,-0.57571644,-0.216205691,-0.32974678,-0.417840604,0.379893247
Wallach, Chad,Chad Wallach,MIA,595453,2021,-1.143454263,-0.48447756,-0.331095389,-0.57571644,0.184346722,0.274137149,1.557144259,-1.502507016
Alfaro, Jorge,Jorge Alfaro,MIA,595751,2021,-0.574903524,0.036864281,0.128156578,0.979004972,-0.500468685,-0.363295887,-0.417840604,0.95031757
Profar, Jurickson,Jurickson Profar,SD,595777,2021,-0.668319781,-0.116062659,0.632213616,0.690005639,-0.335913534,-0.027804816,-0.220342118,-0.247573507
Baez, Javier,Javier Baez,CHC,595879,2021,1.445886633,1.093450413,0.520200941,1.194259956,-0.376525852,0.207038934,-0.812837577,1.064402434
Cave, Jake,Jake Cave,MIN,595909,2021,-0.376430776,-0.303745722,-0.275089052,-0.186678052,-0.373508513,0.889204112,-0.483673433,0.665105409
Evans, Phillip,Phillip Evans,PIT,595943,2021,-0.163766946,-0.262038375,0.452993336,-0.353765041,-0.500468685,-0.598139637,-0.352007776,0.493978112
Gallagher, Cam,Cam Gallagher,KC,595956,2021,-0.769073771,-0.046550414,0.206565451,-0.57571644,0.046279096,0.553713041,0.9646488,-1.160252423
Hedges, Austin,Austin Hedges,CLE,595978,2021,0.322651233,-0.199477354,-0.633529612,-0.320730424,0.223855309,-0.340929815,1.326729358,-1.274337287
Heineman, Scott,Scott Heineman,CIN,595981,2021,1.651920226,-0.25508715,-0.73434102,-0.57571644,-0.500468685,-0.463943208,-1.010336063,1.007360002
Lindor, Francisco,Francisco Lindor,NYM,596019,2021,0.711882795,0.52345,0.531402209,0.447546983,-0.11231948,0.53134697,-0.648255505,0.608062976
Nogowski Jr., John,John Nogowski Jr.,ATL,596056,2021,-0.818410719,-0.185574905,0.329779393,-0.57571644,-0.342434359,0.799739827,0.602568242,-0.932082694
Odor, Rougned,Rougned Odor,NYY,596059,2021,0.809835358,0.294059589,0.150559113,-0.57571644,-0.437867832,-0.139635173,-0.319091361,-0.019403778
Slater, Austin,Austin Slater,SF,596103,2021,0.692923111,0.59991347,0.542603476,2.044452377,-0.500468685,0.732641613,-0.582422676,1.007360002
Story, Trevor,Trevor Story,COL,596115,2021,0.769729771,0.933572248,0.643414884,1.171821246,-0.310561897,0.262954113,-0.845753992,1.121444866
Stubbs, Garrett,Garrett Stubbs,HOU,596117,2021,-1.143454263,-0.706916746,-0.678334682,-0.57571644,0.688947562,-1.906554814,-0.845753992,0.836232705
Vogelbach, Daniel,Daniel Vogelbach,MIL,596129,2021,0.611780868,0.307962039,0.867440234,-0.57571644,-0.500468685,0.29650322,0.832983142,-1.388422152
Weaver, Luke,Luke Weaver,ARI,596133,2021,-1.143454263,-1.610575938,-1.518429745,-0.57571644,1.553977559,0.274137149,0.010072783,-0.002291049
Sanchez, Gary,Gary Sanchez,NYY,596142,2021,1.37457234,0.59991347,0.396986998,-0.57571644,-0.500468685,0.397150541,0.602568242,-0.817997829
Kepler, Max,Max Kepler,MIN,596146,2021,0.726690634,0.530401224,0.385785731,0.565037327,-0.315987805,0.497797863,-0.68117192,0.379893247
Gomber, Austin,Austin Gomber,COL,596295,2021,-1.143454263,-1.687039408,-1.977681713,-0.57571644,4.342154593,-1.056644101,1.985057646,-1.84476161
Quinn, Roman,Roman Quinn,PHI,596451,2021,-1.143454263,-0.338501845,0.385785731,3.030537404,-0.500468685,0.274137149,-1.701580766,1.862996485
Franco, Maikel,Maikel Franco,BAL,596748,2021,0.079985501,0.1272302,-0.207881447,-0.57571644,-0.33223859,-0.307380708,0.898815971,-0.989125126
Garcia, Robel,Robel Garcia,HOU,596825,2021,-0.747882414,-0.894599809,-0.64473088,-0.57571644,-0.114162556,-1.246755708,-0.648255505,0.208765951
Choi, Ji-Man,Ji-Man Choi,TB,596847,2021,0.644285231,0.516498775,0.856238966,-0.57571644,-0.500468685,0.933936255,-0.055760046,-0.760955397
Bradley Jr., Jackie,Jackie Bradley Jr.,MIL,598265,2021,-0.493367174,-0.526184908,-0.398302994,0.609647423,-0.342065115,-0.32974678,-0.483673433,0.265808383
Motter, Taylor,Taylor Motter,COL,600301,2021,-1.143454263,-0.199477354,0.049747706,-0.57571644,-0.500468685,0.274137149,-0.220342118,0.151723519
La Stella, Tommy,Tommy La Stella,SF,600303,2021,0.190701744,0.474791428,0.385785731,-0.57571644,-0.407084774,0.620811255,0.240487683,-1.046167558
Severino, Pedro,Pedro Severino,BAL,600474,2021,0.07352936,0.321864488,0.408188266,-0.57571644,-0.230791976,0.29650322,0.010072783,-0.475743236
Nunez, Renato,Renato Nunez,DET,600524,2021,2.02112061,0.940523473,-0.599925809,-0.57571644,-0.500468685,-1.034278029,-0.220342118,0.151723519
Candelario, Jeimer,Jeimer Candelario,DET,600869,2021,0.06101588,0.738937961,0.889842769,-0.57571644,-0.500468685,0.866838041,-0.187425704,0.265808383
Daza, Yonathan,Yonathan Daza,COL,602074,2021,-0.864845523,0.1272302,0.609811081,-0.258691206,-0.022546151,0.162306791,-0.779921163,0.893275137
Urias, Ramon,Ramon Urias,BAL,602104,2021,-0.02317061,0.52345,1.001855444,-0.415646231,-0.500468685,0.397150541,-0.121592875,0.151723519
Rondon, Jose,Jose Rondon,STL,602922,2021,0.428943879,0.530401224,0.565006011,0.60471571,0.00172928,0.508980898,-0.220342118,0.493978112
Ahmed, Nick,Nick Ahmed,ARI,605113,2021,-0.660382651,0.016010607,0.083351508,0.331565184,-0.35713522,-0.32974678,-0.352007776,0.608062976
Anderson, Brian,Brian Anderson,MIA,605119,2021,0.116263829,0.287108365,0.733025024,0.385554016,-0.500468685,0.341235363,-0.286174947,0.151723519
Barnes, Austin,Austin Barnes,LAD,605131,2021,0.114464251,0.057717955,0.296175591,-0.320616337,-0.400029101,-0.128452137,0.010072783,0.094681086
Bell, Josh,Josh Bell,WSH,605137,2021,1.129892429,0.968328371,0.845037699,-0.57571644,-0.381108255,-0.262648565,0.306320512,-0.304615939
Betts, Mookie,Mookie Betts,LAD,605141,2021,0.926082627,1.044791841,1.069063049,0.271668351,-0.295024063,0.240588041,-0.319091361,0.208765951
Caratini, Victor,Victor Caratini,SD,605170,2021,-0.205708842,-0.095208985,0.419389533,-0.264737531,-0.246548364,0.028110363,0.602568242,-1.046167558
Davies, Zach,Zach Davies,CHC,605200,2021,-1.143454263,-1.117038995,-1.518429745,-0.57571644,4.635646914,-0.967179815,1.721726331,-1.616591881
Davis, J.D.,J.D. Davis,NYM,605204,2021,0.02779203,0.690279389,1.259484596,-0.364612794,-0.28626102,0.710275541,0.14173844,0.094681086
Garcia, Aramis,Aramis Garcia,OAK,605244,2021,0.28599859,-0.129965108,-0.420705529,-0.57571644,-0.019640835,-0.385661958,0.734233899,-0.532785668
Houser, Adrian,Adrian Houser,MIL,605288,2021,0.853241807,-0.852892462,-1.820863968,-0.57571644,0.482092564,-0.25146553,0.010072783,-0.002291049
Lopez, Jack,Jack Lopez,BOS,605346,2021,-1.143454263,-0.199477354,-0.935963835,-0.57571644,2.324394898,1.515454112,0.010072783,-0.002291049
Machin, Vimael,Vimael Machin,OAK,605353,2021,-1.143454263,-1.471551447,-0.924762567,-0.57571644,0.721093944,-1.123742315,0.075905611,-0.133488643
Martini, Nick,Nick Martini,CHC,605361,2021,-1.143454263,-0.275940824,0.945849106,-0.57571644,0.503927245,1.560186255,0.602568242,-0.646870533
Musgrove, Joe,Joe Musgrove,SD,605397,2021,-1.143454263,-1.117038995,-1.473624675,-0.57571644,1.481891718,-1.414501243,0.010072783,-0.07644621
Nola, Aaron,Aaron Nola,PHI,605400,2021,-1.143454263,-1.061429198,-0.73434102,-0.57571644,2.369234003,-0.25146553,1.359645772,-1.331379719
Panik, Joe,Joe Panik,MIA,605412,2021,-0.61043796,-0.366306743,-0.073466237,-0.073419643,-0.324601695,0.330052327,-0.121592875,-0.304615939
Perez, Michael,Michael Perez,PIT,605421,2021,0.254232961,-0.324599396,-0.566322007,-0.57571644,-0.500468685,-0.139635173,0.635484656,-0.932082694
Ross, Joe,Joe Ross,WSH,605452,2021,-1.143454263,-0.602648378,-0.174277644,-0.57571644,2.396827293,-0.531041422,-0.483673433,0.43693568
Snell, Blake,Blake Snell,SD,605483,2021,-1.143454263,-1.520210019,-1.832065235,-0.57571644,1.331875259,-0.654054815,4.289206653,-3.441949712
Thompson, Zach,Zach Thompson,MIA,605507,2021,-1.143454263,-0.950209605,-1.798461433,-0.57571644,3.2660161,-2.208496778,1.622977088,-1.559549448
Woodruff, Brandon,Brandon Woodruff,MIL,605540,2021,-1.143454263,-1.541063692,-1.305605662,-0.57571644,0.668440385,-0.553407494,4.684203626,-3.670119441
Zimmer, Bradley,Bradley Zimmer,CLE,605548,2021,-0.021564835,0.05076673,0.598609814,1.692779849,-0.240711111,-0.050170887,-1.174918135,1.520741892
Castro, Harold,Harold Castro,DET,605612,2021,-0.744115032,0.155035098,0.396986998,-0.411365822,0.099502351,1.470721969,0.010072783,-0.304615939
Arcia, Orlando,Orlando Arcia,ATL,606115,2021,-0.108130384,-0.192526129,-0.151875109,0.169186523,-0.246548364,-0.609322672,0.14173844,0.037638654
Tapia, Raimel,Raimel Tapia,COL,606132,2021,-0.626855265,0.245401018,0.609811081,1.393051845,-0.288471419,-1.246755708,-1.174918135,0.893275137
Aquino, Aristides,Aristides Aquino,CIN,606157,2021,1.266351304,0.495645101,0.307376858,-0.014877637,-0.278910747,0.095208577,-0.352007776,0.893275137
Hernandez, Teoscar,Teoscar Hernandez,TOR,606192,2021,1.296145271,1.30198715,0.833836431,0.421289171,-0.424505956,0.699092505,-0.747004748,1.007360002
Mercedes, Yermin,Yermin Mercedes,CWS,606213,2021,0.079522084,0.467840203,0.632213616,-0.57571644,-0.414213306,0.508980898,0.108822026,-0.190531075
Peraza, Jose,Jose Peraza,NYM,606299,2021,0.628261948,0.301010814,-0.062264969,-0.158167805,-0.500468685,0.016927327,-0.417840604,0.493978112
Marte, Ketel,Ketel Marte,ARI,606466,2021,0.583100577,1.357596946,1.181075724,-0.333096523,-0.440043791,0.29650322,-0.154509289,-0.019403778
Greiner, Grayson,Grayson Greiner,DET,606988,2021,-0.561084576,-0.02569674,0.508999674,-0.57571644,-0.224872237,0.016927327,0.405069755,-0.133488643
Haase, Eric,Eric Haase,DET,606992,2021,1.484675599,0.850157554,0.161760381,-0.261775175,-0.38183924,0.564896077,-0.220342118,0.665105409
Hager, Jake,Jake Hager,ARI,606993,2021,-1.143454263,-1.541063692,-0.431906797,-0.57571644,-0.500468685,2.141704112,-0.286174947,0.208765951
Nimmo, Brandon,Brandon Nimmo,NYM,607043,2021,-0.111315979,0.697230613,1.427503609,-0.020427248,-0.383375898,0.385967506,-1.20783455,1.235529731
Peterson, Jace,Jace Peterson,MIL,607054,2021,-0.172088622,0.210644895,0.856238966,1.051791932,-0.350807028,0.37478447,-0.779921163,0.779190273
Wilson, Jacob,Jacob Wilson,HOU,607111,2021,-1.143454263,-0.25508715,-0.9135613,-0.57571644,-0.500468685,-2.130215528,0.536735413,-0.5898281
Fedde, Erick,Erick Fedde,WSH,607200,2021,-1.143454263,-2.340454516,-2.784172973,-0.57571644,2.652867414,-2.655818207,1.030481629,-1.046167558
Turner, Trea,Trea Turner,WSH,607208,2021,0.829751269,1.385401844,1.158673189,1.68369649,-0.360537373,0.419516613,-1.438249451,2.262293511
Gant, John,John Gant,STL,607231,2021,-1.143454263,-2.340454516,-3.041802126,-0.57571644,5.777005949,-1.213206601,0.010072783,-0.002291049
Smith, Kevan,Kevan Smith,ATL,607345,2021,-1.143454263,-0.950209605,-0.297491587,-0.57571644,-0.500468685,-0.475126244,0.832983142,-0.760955397
Beaty, Matt,Matt Beaty,LAD,607461,2021,0.295341402,0.453937754,1.024257979,-0.172983707,-0.500468685,-0.441577137,-0.319091361,0.208765951
Blandino, Alex,Alex Blandino,CIN,607468,2021,-1.143454263,-0.553989806,0.508999674,0.082299328,-0.500468685,0.274137149,1.096314457,-0.989125126
Freeland, Kyle,Kyle Freeland,COL,607536,2021,-1.143454263,-0.866794911,-0.801548625,-0.57571644,2.324394898,-1.325036958,1.030481629,-1.046167558
Pillar, Kevin,Kevin Pillar,NYM,607680,2021,0.791804983,0.544303673,0.060948973,0.136087131,-0.435342156,0.430699648,-0.516589848,0.493978112
Stallings, Jacob,Jacob Stallings,PIT,607732,2021,-0.24654268,0.224547344,0.710622489,-0.57571644,-0.39461899,0.699092505,1.063398043,-1.502507016
Ramirez, Jose,Jose Ramirez,CLE,608070,2021,1.591151189,1.399304293,0.934647839,1.469728121,-0.322804314,0.285320184,-0.747004748,0.836232705
Bregman, Alex,Alex Bregman,HOU,608324,2021,0.302429102,0.592962245,0.934647839,-0.455262474,-0.274479598,0.330052327,0.372153341,-0.646870533
De Jong, Chase,Chase De Jong,PIT,608328,2021,-1.143454263,-1.179600016,-2.291317203,-0.57571644,4.019313048,-1.213206601,1.227980115,-1.217294855
Fried, Max,Max Fried,ATL,608331,2021,-1.143454263,-0.067404087,0.139357846,-0.57571644,2.197908467,0.028110363,0.306320512,-0.361658372
Gallo, Joey,Joey Gallo,TEX,608336,2021,2.056070744,0.843206329,0.889842769,-0.101067141,-0.463782137,-0.206733387,-0.121592875,0.379893247
Kelly, Carson,Carson Kelly,ARI,608348,2021,0.649631342,0.516498775,0.800232629,-0.57571644,-0.185720645,0.788556791,0.767150313,-0.646870533
Seager, Corey,Corey Seager,LAD,608369,2021,0.757083622,1.281133476,1.371497271,-0.469573794,-0.334706526,0.643177327,0.108822026,-0.133488643
Williams, Nick,Nick Williams,CWS,608384,2021,-1.143454263,-2.340454516,-0.454309332,-0.57571644,-0.500468685,0.274137149,0.010072783,-0.002291049
Winker, Jesse,Jesse Winker,CIN,608385,2021,1.235587858,1.524426335,1.371497271,-0.486206464,-0.500468685,0.822105898,0.339236926,-0.532785668
